ProductId,ProductGroup
2,Tshirts_Men
3,Tshirts_Men
4,Tshirts_Men
5,Tshirts_Men
6,Tshirts_Men
7,Tshirts_Men
10,Tshirts_Men
12,Tshirts_Men
19,Tshirts_Men
20,Tshirts_Men
28,Tshirts_Men
43,Tshirts_Men
38,Tshirts_Men
55,Tshirts_Men
58,Tshirts_Men
64,Tshirts_Men
65,Tshirts_Men
66,Tshirts_Men
69,Tshirts_Men
73,Tshirts_Men
74,Tshirts_Men
78,Tshirts_Men
79,Tshirts_Men
80,Tshirts_Men
81,Tshirts_Men
82,Tshirts_Men
83,Tshirts_Men
84,Tshirts_Men
85,Tshirts_Men
88,Tshirts_Men
89,Tshirts_Men
92,Tshirts_Men
93,Tshirts_Men
72,Tshirts_Men
94,Tshirts_Men
95,Tshirts_Men
96,Tshirts_Men
100,Tshirts_Men
103,Tshirts_Men
104,Tshirts_Men
107,Tshirts_Men
108,Tshirts_Men
113,Tshirts_Men
118,Tshirts_Men
119,Tshirts_Men
120,Tshirts_Men
9,Tshirts_Men
123,Tshirts_Men
126,Tshirts_Men
127,Tshirts_Men
128,Tshirts_Men
8,Tshirts_Men
129,Tshirts_Men
133,Tshirts_Men
138,Tshirts_Men
29,Tshirts_Men
140,Tshirts_Men
134,Tshirts_Men
143,Tshirts_Men
144,Tshirts_Men
145,Tshirts_Men
146,Tshirts_Men
150,Tshirts_Men
151,Tshirts_Men
152,Tshirts_Men
153,Tshirts_Men
157,Tshirts_Men
160,Tshirts_Men
162,Tshirts_Men
35,Tshirts_Men
163,Tshirts_Men
166,Tshirts_Men
167,Tshirts_Men
168,Tshirts_Men
174,Tshirts_Men
184,Tshirts_Men
185,Tshirts_Men
187,Tshirts_Men
188,Tshirts_Men
190,Tshirts_Men
56,Tshirts_Men
192,Tshirts_Men
195,Tshirts_Men
196,Tshirts_Men
202,Tshirts_Men
203,Tshirts_Men
204,Tshirts_Men
207,Tshirts_Men
209,Tshirts_Men
210,Tshirts_Men
211,Tshirts_Men
212,Tshirts_Men
213,Tshirts_Men
215,Tshirts_Men
219,Tshirts_Men
41,Tshirts_Men
227,Tshirts_Men
228,Tshirts_Men
135,Tshirts_Men
232,Tshirts_Men
233,Tshirts_Men
234,Tshirts_Men
15,Tshirts_Men
243,Tshirts_Men
24,Tshirts_Men
248,Tshirts_Men
251,Tshirts_Men
252,Tshirts_Men
260,Tshirts_Men
261,Tshirts_Men
262,Tshirts_Men
265,Tshirts_Men
267,Tshirts_Men
268,Tshirts_Men
269,Tshirts_Men
270,Tshirts_Men
271,Tshirts_Men
46,Tshirts_Men
272,Tshirts_Men
273,Tshirts_Men
62,Tshirts_Men
275,Tshirts_Men
276,Tshirts_Men
277,Tshirts_Men
285,Tshirts_Men
288,Tshirts_Men
60,Tshirts_Men
30,Tshirts_Men
295,Tshirts_Men
313,Tshirts_Men
321,Tshirts_Men
323,Tshirts_Men
328,Tshirts_Men
329,Tshirts_Men
330,Tshirts_Men
331,Tshirts_Men
332,Tshirts_Men
208,Tshirts_Men
333,Tshirts_Men
339,Tshirts_Men
340,Tshirts_Men
341,Tshirts_Men
286,Tshirts_Men
176,Tshirts_Men
346,Tshirts_Men
358,Tshirts_Men
359,Tshirts_Men
364,Tshirts_Men
370,Tshirts_Men
264,Tshirts_Men
372,Tshirts_Men
373,Tshirts_Men
236,Tshirts_Men
218,Tshirts_Men
381,Tshirts_Men
383,Tshirts_Men
40,Tshirts_Men
384,Tshirts_Men
388,Tshirts_Men
389,Tshirts_Men
390,Tshirts_Men
393,Tshirts_Men
396,Tshirts_Men
397,Tshirts_Men
172,Tshirts_Men
404,Tshirts_Men
406,Tshirts_Men
31,Tshirts_Men
409,Tshirts_Men
419,Tshirts_Men
191,Tshirts_Men
421,Tshirts_Men
424,Tshirts_Men
362,Tshirts_Men
426,Tshirts_Men
427,Tshirts_Men
433,Tshirts_Men
437,Tshirts_Men
438,Tshirts_Men
440,Tshirts_Men
441,Tshirts_Men
250,Tshirts_Men
448,Tshirts_Men
449,Tshirts_Men
450,Tshirts_Men
451,Tshirts_Men
446,Tshirts_Men
307,Tshirts_Men
452,Tshirts_Men
416,Tshirts_Men
453,Tshirts_Men
454,Tshirts_Men
455,Tshirts_Men
456,Tshirts_Men
457,Tshirts_Men
16,Tshirts_Men
460,Tshirts_Men
461,Tshirts_Men
466,Tshirts_Men
478,Tshirts_Men
479,Tshirts_Men
378,Tshirts_Men
480,Tshirts_Men
399,Tshirts_Men
382,Tshirts_Men
485,Tshirts_Men
488,Tshirts_Men
148,Tshirts_Men
491,Tshirts_Men
495,Tshirts_Men
481,Tshirts_Men
498,Tshirts_Men
505,Tshirts_Men
509,Tshirts_Men
510,Tshirts_Men
511,Tshirts_Men
514,Tshirts_Men
518,Tshirts_Men
519,Tshirts_Men
521,Tshirts_Men
522,Tshirts_Men
523,Tshirts_Men
524,Tshirts_Men
527,Tshirts_Men
531,Tshirts_Men
532,Tshirts_Men
533,Tshirts_Men
534,Tshirts_Men
535,Tshirts_Men
536,Tshirts_Men
537,Tshirts_Men
540,Tshirts_Men
99,Tshirts_Men
541,Tshirts_Men
542,Tshirts_Men
543,Tshirts_Men
470,Tshirts_Men
545,Tshirts_Men
546,Tshirts_Men
109,Tshirts_Men
554,Tshirts_Men
555,Tshirts_Men
556,Tshirts_Men
557,Tshirts_Men
558,Tshirts_Men
562,Tshirts_Men
566,Tshirts_Men
571,Tshirts_Men
573,Tshirts_Men
574,Tshirts_Men
244,Tshirts_Men
577,Tshirts_Men
578,Tshirts_Men
579,Tshirts_Men
581,Tshirts_Men
582,Tshirts_Men
583,Tshirts_Men
584,Tshirts_Men
585,Tshirts_Men
586,Tshirts_Men
588,Tshirts_Men
589,Tshirts_Men
590,Tshirts_Men
334,Tshirts_Men
591,Tshirts_Men
592,Tshirts_Men
595,Tshirts_Men
596,Tshirts_Men
597,Tshirts_Men
598,Tshirts_Men
122,Tshirts_Men
599,Tshirts_Men
605,Tshirts_Men
606,Tshirts_Men
608,Tshirts_Men
609,Tshirts_Men
529,Tshirts_Men
617,Tshirts_Men
619,Tshirts_Men
621,Tshirts_Men
624,Tshirts_Men
626,Tshirts_Men
627,Tshirts_Men
363,Tshirts_Men
628,Tshirts_Men
632,Tshirts_Men
637,Tshirts_Men
638,Tshirts_Men
643,Tshirts_Men
45,Tshirts_Men
648,Tshirts_Men
649,Tshirts_Men
650,Tshirts_Men
469,Tshirts_Men
652,Tshirts_Men
659,Tshirts_Men
660,Tshirts_Men
663,Tshirts_Men
664,Tshirts_Men
667,Tshirts_Men
27,Tshirts_Men
681,Tshirts_Men
682,Tshirts_Men
683,Tshirts_Men
684,Tshirts_Men
692,Tshirts_Men
696,Tshirts_Men
369,Tshirts_Men
698,Tshirts_Men
700,Tshirts_Men
703,Tshirts_Men
705,Tshirts_Men
707,Tshirts_Men
614,Tshirts_Men
709,Tshirts_Men
711,Tshirts_Men
712,Tshirts_Men
713,Tshirts_Men
714,Tshirts_Men
718,Tshirts_Men
719,Tshirts_Men
720,Tshirts_Men
677,Tshirts_Men
178,Tshirts_Men
725,Tshirts_Men
727,Tshirts_Men
729,Tshirts_Men
733,Tshirts_Men
734,Tshirts_Men
737,Tshirts_Men
738,Tshirts_Men
33,Tshirts_Men
743,Tshirts_Men
744,Tshirts_Men
745,Tshirts_Men
14,Tshirts_Men
747,Tshirts_Men
748,Tshirts_Men
385,Tshirts_Men
761,Tshirts_Men
763,Tshirts_Men
767,Tshirts_Men
768,Tshirts_Men
769,Tshirts_Men
771,Tshirts_Men
772,Tshirts_Men
222,Tshirts_Men
623,Tshirts_Men
630,Tshirts_Men
618,Tshirts_Men
777,Tshirts_Men
784,Tshirts_Men
787,Tshirts_Men
788,Tshirts_Men
708,Tshirts_Men
792,Tshirts_Men
796,Tshirts_Men
350,Tshirts_Men
800,Tshirts_Men
801,Tshirts_Men
131,Tshirts_Men
813,Tshirts_Men
816,Tshirts_Men
818,Tshirts_Men
820,Tshirts_Men
823,Tshirts_Men
290,Tshirts_Men
835,Tshirts_Men
395,Tshirts_Men
838,Tshirts_Men
839,Tshirts_Men
840,Tshirts_Men
842,Tshirts_Men
843,Tshirts_Men
844,Tshirts_Men
847,Tshirts_Men
833,Tshirts_Men
857,Tshirts_Men
858,Tshirts_Men
859,Tshirts_Men
860,Tshirts_Men
863,Tshirts_Men
868,Tshirts_Men
646,Tshirts_Men
486,Tshirts_Men
658,Tshirts_Men
869,Tshirts_Men
870,Tshirts_Men
871,Tshirts_Men
873,Tshirts_Men
877,Tshirts_Men
170,Tshirts_Men
883,Tshirts_Men
884,Tshirts_Men
886,Tshirts_Men
887,Tshirts_Men
888,Tshirts_Men
889,Tshirts_Men
